Id,season,league_name,Club,MP,W,D,L,Pts,GF,GA,GD,avg_goals
805,2012/2013,Germany Bundesliga 1,FC Schalke 04,34,16,7,11,55,58,50,8,1.7058823529411764
784,2012/2013,France Ligue 1,Girondins de Bordeaux,38,13,16,9,55,40,34,6,1.0526315789473684
718,2011/2012,Spain LIGA BBVA,Levante UD,38,16,7,15,55,54,50,4,1.4210526315789473
1260,2014/2015,Spain LIGA BBVA,Athletic Club de Bilbao,38,15,10,13,55,42,41,1,1.105263157894737
38,2008/2009,France Ligue 1,AJ Auxerre,38,16,7,15,55,35,35,0,0.9210526315789473
269,2009/2010,Italy Serie A,Juventus,38,16,7,15,55,55,56,-1,1.4473684210526316
163,2008/2009,Spain LIGA BBVA,Málaga CF,38,15,10,13,55,55,59,-4,1.4473684210526316
223,2009/2010,France Ligue 1,AS Monaco,38,15,10,13,55,39,45,-6,1.0263157894736843
1219,2014/2015,Poland Ekstraklasa,Lech Poznań,30,14,12,4,54,52,27,25,1.7333333333333334
743,2012/2013,Belgium Jupiler League,Club Brugge KV,30,15,9,6,54,66,43,23,2.2
122,2008/2009,Poland Ekstraklasa,P. Warszawa,30,15,9,6,54,40,23,17,1.3333333333333333
1048,2013/2014,Portugal Liga ZON Sagres,Estoril Praia,30,15,9,6,54,42,26,16,1.4
735,2011/2012,Switzerland Super League,FC Luzern,34,14,12,8,54,46,32,14,1.3529411764705883
874,2012/2013,Portugal Liga ZON Sagres,FC Paços de Ferreira,30,14,12,4,54,42,29,13,1.4
116,2008/2009,Poland Ekstraklasa,GKS Bełchatów,30,17,3,10,54,40,28,12,1.3333333333333333
551,2010/2011,Switzerland Super League,FC Sion,36,15,9,12,54,47,36,11,1.3055555555555556
1424,2015/2016,Portugal Liga ZON Sagres,FC Arouca,34,13,15,6,54,47,38,9,1.3823529411764706
1470,2015/2016,Switzerland Super League,FC Luzern,36,15,9,12,54,59,50,9,1.6388888888888888
466,2010/2011,Netherlands Eredivisie,ADO Den Haag,34,16,6,12,54,63,55,8,1.8529411764705883
613,2011/2012,Germany Bundesliga 1,Bayer 04 Leverkusen,34,15,9,10,54,52,44,8,1.5294117647058822
395,2010/2011,England Premier League,Everton,38,13,15,10,54,51,45,6,1.3421052631578947
892,2012/2013,Scotland Premier League,Inverness Caledonian Thistle,38,13,15,10,54,64,60,4,1.6842105263157894
336,2009/2010,Scotland Premier League,Hibernian,38,15,9,14,54,58,55,3,1.5263157894736843
1132,2014/2015,England Premier League,Stoke City,38,15,9,14,54,48,45,3,1.263157894736842
1194,2014/2015,Italy Serie A,Torino,38,14,12,12,54,48,45,3,1.263157894736842
647,2011/2012,Italy Serie A,Parma,36,15,9,12,54,51,50,1,1.4166666666666667
1375,2015/2016,Italy Serie A,Lazio,38,15,9,14,54,52,52,0,1.368421052631579
823,2012/2013,Italy Serie A,Inter,38,16,6,16,54,55,57,-2,1.4473684210526316
342,2009/2010,Spain LIGA BBVA,Athletic Club de Bilbao,38,15,9,14,54,50,53,-3,1.3157894736842106
997,2013/2014,Italy Serie A,Hellas Verona,38,16,6,16,54,62,68,-6,1.631578947368421
1342,2015/2016,France Ligue 1,SM Caen,38,16,6,16,54,39,52,-13,1.0263157894736843
714,2011/2012,Spain LIGA BBVA,CA Osasuna,38,13,15,10,54,44,61,-17,1.1578947368421053
373,2010/2011,Belgium Jupiler League,Club Brugge KV,30,16,5,9,53,60,35,25,2.0
675,2011/2012,Poland Ekstraklasa,Legia Warszawa,30,15,8,7,53,42,17,25,1.4
1031,2013/2014,Poland Ekstraklasa,Lech Poznań,30,15,8,7,53,56,34,22,1.8666666666666667
629,2011/2012,Germany Bundesliga 1,VfB Stuttgart,34,15,8,11,53,63,46,17,1.8529411764705883
1208,2014/2015,Netherlands Eredivisie,PEC Zwolle,34,16,5,13,53,59,43,16,1.7352941176470589
238,2009/2010,France Ligue 1,Stade Rennais FC,38,14,11,13,53,52,41,11,1.368421052631579
310,2009/2010,Poland Ekstraklasa,Ruch Chorzów,30,16,5,9,53,40,30,10,1.3333333333333333
1116,2014/2015,Belgium Jupiler League,Standard de Liège,30,16,5,9,53,49,39,10,1.6333333333333333
1391,2015/2016,Netherlands Eredivisie,FC Utrecht,34,15,8,11,53,57,48,9,1.6764705882352942
1476,2015/2016,Switzerland Super League,Grasshopper Club Zürich,36,15,8,13,53,65,56,9,1.8055555555555556
521,2010/2011,Scotland Premier League,Inverness Caledonian Thistle,38,14,11,13,53,52,44,8,1.368421052631579
1288,2014/2015,Switzerland Super League,FC Zürich,36,15,8,13,53,55,48,7,1.5277777777777777
285,2009/2010,Netherlands Eredivisie,FC Utrecht,34,14,11,9,53,39,33,6,1.1470588235294117
959,2013/2014,France Ligue 1,Girondins de Bordeaux,38,13,14,11,53,49,43,6,1.2894736842105263
1070,2013/2014,Scotland Premier League,St. Johnstone FC,38,15,8,15,53,48,42,6,1.263157894736842
24,2008/2009,England Premier League,Fulham,38,14,11,13,53,39,34,5,1.0263157894736843
668,2011/2012,Netherlands Eredivisie,Vitesse,34,15,8,11,53,48,43,5,1.411764705882353
736,2011/2012,Switzerland Super League,FC Sion,34,15,8,11,53,40,35,5,1.1764705882352942
145,2008/2009,Scotland Premier League,Aberdeen,38,14,11,13,53,41,40,1,1.0789473684210527
78,2008/2009,Italy Serie A,Cagliari,38,15,8,15,53,49,50,-1,1.2894736842105263
782,2012/2013,France Ligue 1,FC Lorient,38,14,11,13,53,57,58,-1,1.5
895,2012/2013,Scotland Premier League,Ross County FC,38,13,14,11,53,47,48,-1,1.236842105263158
338,2009/2010,Scotland Premier League,Motherwell,38,13,14,11,53,52,54,-2,1.368421052631579
981,2013/2014,Germany Bundesliga 1,FSV Mainz 05,34,16,5,13,53,52,54,-2,1.5294117647058822
147,2008/2009,Scotland Premier League,Dundee United,38,13,14,11,53,47,50,-3,1.236842105263158
1252,2014/2015,Scotland Premier League,Hamilton Academical FC,38,15,8,15,53,50,53,-3,1.3157894736842106
910,2012/2013,Spain LIGA BBVA,Rayo Vallecano,38,16,5,17,53,50,66,-16,1.3157894736842106
673,2011/2012,Poland Ekstraklasa,Lech Poznań,30,15,7,8,52,42,22,20,1.4
881,2012/2013,Portugal Liga ZON Sagres,SC Braga,30,16,4,10,52,60,44,16,2.0
131,2008/2009,Portugal Liga ZON Sagres,CD Nacional,30,15,7,8,52,47,32,15,1.5666666666666667
251,2009/2010,Germany Bundesliga 1,Hamburger SV,34,13,13,8,52,56,41,15,1.6470588235294117
305,2009/2010,Poland Ekstraklasa,Legia Warszawa,30,15,7,8,52,36,22,14,1.2
580,2011/2012,England Premier League,Liverpool,38,14,10,14,52,47,40,7,1.236842105263158
1187,2014/2015,Italy Serie A,Milan,38,13,13,12,52,56,50,6,1.4736842105263157
1442,2015/2016,Scotland Premier League,Inverness Caledonian Thistle,38,14,10,14,52,54,48,6,1.4210526315789473
9,2008/2009,Belgium Jupiler League,KVC Westerlo,34,15,7,12,52,42,38,4,1.2352941176470589
786,2012/2013,France Ligue 1,Montpellier Hérault SC,38,15,7,16,52,54,51,3,1.4210526315789473
704,2011/2012,Scotland Premier League,Heart of Midlothian,38,15,7,16,52,45,43,2,1.1842105263157894
1286,2014/2015,Switzerland Super League,FC Thun,36,13,13,10,52,47,45,2,1.3055555555555556
1354,2015/2016,Germany Bundesliga 1,FC Schalke 04,34,15,7,12,52,51,49,2,1.5
1464,2015/2016,Spain LIGA BBVA,Sevilla FC,38,14,10,14,52,51,50,1,1.3421052631578947
241,2009/2010,France Ligue 1,Valenciennes FC,38,14,10,14,52,50,50,0,1.3157894736842106
977,2013/2014,Germany Bundesliga 1,FC Augsburg,34,15,7,12,52,47,47,0,1.3823529411764706
1343,2015/2016,France Ligue 1,Stade Rennais FC,38,13,13,12,52,52,54,-2,1.368421052631579
579,2011/2012,England Premier League,Fulham,38,14,10,14,52,48,51,-3,1.263157894736842
721,2011/2012,Spain LIGA BBVA,RCD Mallorca,38,14,10,14,52,42,46,-4,1.105263157894737
275,2009/2010,Italy Serie A,Parma,38,14,10,14,52,46,51,-5,1.2105263157894737
1106,2014/2015,Belgium Jupiler League,KV Kortrijk,30,16,3,11,51,54,35,19,1.8
755,2012/2013,Belgium Jupiler League,Sporting Lokeren,30,14,9,7,51,53,38,15,1.7666666666666666
732,2011/2012,Switzerland Super League,BSC Young Boys,34,13,12,9,51,52,38,14,1.5294117647058822
572,2011/2012,Belgium Jupiler League,Standard de Liège,30,14,9,7,51,43,33,10,1.4333333333333333
15,2008/2009,Belgium Jupiler League,Sporting Lokeren,34,13,12,9,51,40,32,8,1.1764705882352942
367,2009/2010,Switzerland Super League,FC Sion,36,14,9,13,51,63,57,6,1.75
453,2010/2011,Italy Serie A,Fiorentina,38,12,15,11,51,49,44,5,1.2894736842105263
810,2012/2013,Germany Bundesliga 1,SC Freiburg,34,14,9,11,51,45,40,5,1.3235294117647058
1013,2013/2014,Netherlands Eredivisie,FC Groningen,34,14,9,11,51,57,53,4,1.6764705882352942
801,2012/2013,Germany Bundesliga 1,Eintracht Frankfurt,34,14,9,11,51,49,46,3,1.4411764705882353
1269,2014/2015,Spain LIGA BBVA,RC Celta de Vigo,38,13,12,13,51,47,44,3,1.236842105263158
795,2012/2013,France Ligue 1,Toulouse FC,38,13,12,13,51,49,47,2,1.2894736842105263
415,2010/2011,France Ligue 1,Girondins de Bordeaux,38,12,15,11,51,43,42,1,1.131578947368421
34,2008/2009,England Premier League,Tottenham Hotspur,38,14,9,15,51,45,45,0,1.1842105263157894
454,2010/2011,Italy Serie A,Genoa,38,14,9,15,51,45,47,-2,1.1842105263157894
1393,2015/2016,Netherlands Eredivisie,Heracles Almelo,34,14,9,11,51,47,49,-2,1.3823529411764706
36,2008/2009,England Premier League,West Ham United,38,14,9,15,51,42,45,-3,1.105263157894737
891,2012/2013,Scotland Premier League,Hibernian,38,13,12,13,51,49,52,-3,1.2894736842105263
267,2009/2010,Italy Serie A,Genoa,38,14,9,15,51,57,61,-4,1.5
1096,2013/2014,Switzerland Super League,FC Luzern,36,15,6,15,51,48,54,-6,1.3333333333333333
167,2008/2009,Spain LIGA BBVA,RCD Mallorca,38,14,9,15,51,53,60,-7,1.394736842105263
1319,2015/2016,England Premier League,Stoke City,38,14,9,15,51,41,55,-14,1.0789473684210527
756,2012/2013,Belgium Jupiler League,Standard de Liège,30,15,5,10,50,54,33,21,1.8
139,2008/2009,Portugal Liga ZON Sagres,SC Braga,30,13,11,6,50,38,21,17,1.2666666666666666
66,2008/2009,Germany Bundesliga 1,FC Schalke 04,34,14,8,12,50,47,35,12,1.3823529411764706
185,2008/2009,Switzerland Super League,Grasshopper Club Zürich,36,12,14,10,50,57,48,9,1.5833333333333333
27,2008/2009,England Premier League,Manchester City,38,15,5,18,50,58,50,8,1.5263157894736843
386,2010/2011,Belgium Jupiler League,Sporting Lokeren,30,13,11,6,50,43,36,7,1.4333333333333333
1211,2014/2015,Netherlands Eredivisie,SC Heerenveen,34,13,11,10,50,53,46,7,1.5588235294117647
259,2009/2010,Germany Bundesliga 1,VfL Wolfsburg,34,14,8,12,50,64,58,6,1.8823529411764706
1309,2015/2016,England Premier League,Chelsea,38,12,14,12,50,59,53,6,1.5526315789473684
916,2012/2013,Spain LIGA BBVA,Sevilla FC,38,14,8,16,50,58,54,4,1.5263157894736843
1355,2015/2016,Germany Bundesliga 1,FSV Mainz 05,34,14,8,12,50,46,42,4,1.3529411764705883
686,2011/2012,Portugal Liga ZON Sagres,CS Marítimo,30,14,8,8,50,41,38,3,1.3666666666666667
1471,2015/2016,Switzerland Super League,FC Sion,36,14,8,14,50,52,49,3,1.4444444444444444
426,2010/2011,France Ligue 1,Toulouse FC,38,14,8,16,50,38,36,2,1.0
1038,2013/2014,Poland Ekstraklasa,Ruch Chorzów,30,14,8,8,50,40,38,2,1.3333333333333333
1328,2015/2016,France Ligue 1,Angers SCO,38,13,11,14,50,40,38,2,1.0526315789473684
729,2011/2012,Spain LIGA BBVA,Sevilla FC,38,13,11,14,50,48,47,1,1.263157894736842
261,2009/2010,Italy Serie A,Bari,38,13,11,14,50,49,49,0,1.2894736842105263
631,2011/2012,Italy Serie A,Atalanta,35,13,11,11,50,40,40,0,1.1428571428571428
1358,2015/2016,Germany Bundesliga 1,Hertha BSC Berlin,34,14,8,12,50,42,42,0,1.2352941176470589
1428,2015/2016,Portugal Liga ZON Sagres,Rio Ave FC,34,14,8,12,50,44,44,0,1.2941176470588236
50,2008/2009,France Ligue 1,OGC Nice,38,13,11,14,50,40,41,-1,1.0526315789473684
612,2011/2012,France Ligue 1,Évian Thonon Gaillard FC,38,13,11,14,50,54,55,-1,1.4210526315789473
1100,2013/2014,Switzerland Super League,FC Zürich,36,14,8,14,50,51,52,-1,1.4166666666666667
1367,2015/2016,Italy Serie A,Chievo Verona,38,13,11,14,50,43,45,-2,1.131578947368421
4,2008/2009,Belgium Jupiler League,KRC Genk,34,15,5,14,50,48,51,-3,1.411764705882353
1268,2014/2015,Spain LIGA BBVA,Málaga CF,38,14,8,16,50,42,48,-6,1.105263157894737
1341,2015/2016,France Ligue 1,SC Bastia,38,14,8,16,50,36,42,-6,0.9473684210526315
710,2011/2012,Scotland Premier League,St. Johnstone FC,38,14,8,16,50,43,50,-7,1.131578947368421
946,2013/2014,England Premier League,Stoke City,38,13,11,14,50,45,52,-7,1.1842105263157894
1154,2014/2015,France Ligue 1,Stade Rennais FC,38,13,11,14,50,35,42,-7,0.9210526315789473
1334,2015/2016,France Ligue 1,Girondins de Bordeaux,38,12,14,12,50,50,57,-7,1.3157894736842106
1389,2015/2016,Netherlands Eredivisie,FC Groningen,34,14,8,12,50,41,48,-7,1.2058823529411764
990,2013/2014,Italy Serie A,Atalanta,38,15,5,18,50,43,51,-8,1.131578947368421
85,2008/2009,Italy Serie A,Lazio,38,15,5,18,50,46,55,-9,1.2105263157894737
204,2009/2010,England Premier League,Birmingham City,38,13,11,14,50,38,47,-9,1.0
205,2009/2010,England Premier League,Blackburn Rovers,38,13,11,14,50,41,55,-14,1.0789473684210527
1444,2015/2016,Scotland Premier League,Motherwell,38,15,5,18,50,47,63,-16,1.236842105263158
189,2009/2010,Belgium Jupiler League,KAA Gent,28,14,7,7,49,49,30,19,1.75
58,2008/2009,Germany Bundesliga 1,Bayer 04 Leverkusen,34,14,7,13,49,59,46,13,1.7352941176470589
1114,2014/2015,Belgium Jupiler League,Sporting Charleroi,30,14,7,9,49,44,31,13,1.4666666666666666
387,2010/2011,Belgium Jupiler League,Standard de Liège,30,15,4,11,49,50,38,12,1.6666666666666667
498,2010/2011,Poland Ekstraklasa,Śląsk Wrocław,30,13,10,7,49,46,34,12,1.5333333333333334
1295,2015/2016,Belgium Jupiler League,KV Oostende,30,14,7,9,49,55,44,11,1.8333333333333333
1104,2014/2015,Belgium Jupiler League,KRC Genk,30,13,10,7,49,38,28,10,1.2666666666666666
475,2010/2011,Netherlands Eredivisie,Heracles Almelo,34,14,7,13,49,65,56,9,1.911764705882353
1217,2014/2015,Poland Ekstraklasa,Jagiellonia Białystok,30,14,7,9,49,43,35,8,1.4333333333333333
491,2010/2011,Poland Ekstraklasa,Legia Warszawa,30,15,4,11,49,45,38,7,1.5
396,2010/2011,England Premier League,Fulham,38,11,16,11,49,49,43,6,1.2894736842105263
553,2010/2011,Switzerland Super League,FC Thun,36,11,16,9,49,48,43,5,1.3333333333333333
1202,2014/2015,Netherlands Eredivisie,FC Twente,34,13,10,11,49,56,51,5,1.6470588235294117
409,2010/2011,France Ligue 1,AJ Auxerre,38,10,19,9,49,45,41,4,1.1842105263157894
1336,2015/2016,France Ligue 1,Montpellier Hérault SC,38,14,7,17,49,49,47,2,1.2894736842105263
283,2009/2010,Netherlands Eredivisie,FC Groningen,34,14,7,13,49,48,47,1,1.411764705882353
1425,2015/2016,Portugal Liga ZON Sagres,FC Paços de Ferreira,34,13,10,11,49,43,42,1,1.2647058823529411
1162,2014/2015,Germany Bundesliga 1,FC Augsburg,34,15,4,15,49,43,43,0,1.2647058823529411
412,2010/2011,France Ligue 1,AS Saint-Étienne,38,12,13,13,49,46,47,-1,1.2105263157894737
829,2012/2013,Italy Serie A,Parma,38,13,10,15,49,45,46,-1,1.1842105263157894
413,2010/2011,France Ligue 1,FC Lorient,38,12,13,13,49,46,48,-2,1.2105263157894737
522,2010/2011,Scotland Premier League,Kilmarnock,38,13,10,15,49,53,55,-2,1.394736842105263
1090,2013/2014,Spain LIGA BBVA,Valencia CF,38,13,10,15,49,51,53,-2,1.3421052631578947
1189,2014/2015,Italy Serie A,Palermo,38,12,13,13,49,53,55,-2,1.394736842105263
712,2011/2012,Spain LIGA BBVA,Athletic Club de Bilbao,38,12,13,13,49,49,52,-3,1.2894736842105263
957,2013/2014,France Ligue 1,FC Nantes,38,13,10,15,49,40,43,-3,1.0526315789473684
775,2012/2013,England Premier League,West Bromwich Albion,38,14,7,17,49,53,57,-4,1.394736842105263
1271,2014/2015,Spain LIGA BBVA,RCD Espanyol,38,13,10,15,49,47,51,-4,1.236842105263158
956,2013/2014,France Ligue 1,FC Lorient,38,13,10,15,49,48,53,-5,1.263157894736842
1081,2013/2014,Spain LIGA BBVA,RC Celta de Vigo,38,14,7,17,49,49,54,-5,1.2894736842105263
334,2009/2010,Scotland Premier League,Hamilton Academical FC,38,13,10,15,49,39,46,-7,1.0263157894736843
969,2013/2014,France Ligue 1,Toulouse FC,38,12,13,13,49,46,53,-7,1.2105263157894737
1193,2014/2015,Italy Serie A,Sassuolo,38,12,13,13,49,49,57,-8,1.2894736842105263
536,2010/2011,Spain LIGA BBVA,RCD Espanyol,38,15,4,19,49,46,55,-9,1.2105263157894737
1140,2014/2015,France Ligue 1,En Avant de Guingamp,38,15,4,19,49,41,55,-14,1.0789473684210527
943,2013/2014,England Premier League,Newcastle United,38,15,4,19,49,43,59,-16,1.131578947368421
1272,2014/2015,Spain LIGA BBVA,Rayo Vallecano,38,15,4,19,49,46,68,-22,1.2105263157894737
326,2009/2010,Portugal Liga ZON Sagres,Sporting CP,30,13,9,8,48,42,26,16,1.4
1292,2015/2016,Belgium Jupiler League,KRC Genk,30,14,6,10,48,42,30,12,1.4
300,2009/2010,Poland Ekstraklasa,GKS Bełchatów,30,13,9,8,48,37,27,10,1.2333333333333334
511,2010/2011,Portugal Liga ZON Sagres,Sporting CP,30,13,9,8,48,41,31,10,1.3666666666666667
487,2010/2011,Poland Ekstraklasa,Jagiellonia Białystok,30,14,6,10,48,38,32,6,1.2666666666666666
1339,2015/2016,France Ligue 1,Olympique de Marseille,38,10,18,10,48,48,42,6,1.263157894736842
550,2010/2011,Switzerland Super League,FC Luzern,36,13,9,14,48,62,57,5,1.7222222222222223
672,2011/2012,Poland Ekstraklasa,Korona Kielce,30,13,9,8,48,34,29,5,1.1333333333333333
379,2010/2011,Belgium Jupiler League,KV Mechelen,30,13,9,8,48,34,30,4,1.1333333333333333
427,2010/2011,France Ligue 1,Valenciennes FC,38,10,18,10,48,45,41,4,1.1842105263157894
605,2011/2012,France Ligue 1,Olympique de Marseille,38,12,12,14,48,45,41,4,1.1842105263157894
1099,2013/2014,Switzerland Super League,FC Thun,36,13,9,14,48,57,53,4,1.5833333333333333
1454,2015/2016,Spain LIGA BBVA,Málaga CF,38,12,12,14,48,38,35,3,1.0
1165,2014/2015,Germany Bundesliga 1,FC Schalke 04,34,13,9,12,48,42,40,2,1.2352941176470589
1395,2015/2016,Netherlands Eredivisie,PEC Zwolle,34,14,6,14,48,56,54,2,1.6470588235294117
1233,2014/2015,Portugal Liga ZON Sagres,CF Os Belenenses,34,12,12,10,48,34,35,-1,1.0
886,2012/2013,Scotland Premier League,Aberdeen,38,11,15,12,48,41,43,-2,1.0789473684210527
924,2012/2013,Switzerland Super League,FC Thun,36,13,9,14,48,44,46,-2,1.2222222222222223
1461,2015/2016,Spain LIGA BBVA,Real Sociedad,38,13,9,16,48,45,48,-3,1.1842105263157894
237,2009/2010,France Ligue 1,RC Lens,38,12,12,14,48,40,44,-4,1.0526315789473684
624,2011/2012,Germany Bundesliga 1,Hannover 96,34,12,12,10,48,41,45,-4,1.2058823529411764
796,2012/2013,France Ligue 1,Valenciennes FC,38,12,12,14,48,49,53,-4,1.2894736842105263
1122,2014/2015,England Premier League,Crystal Palace,38,13,9,16,48,47,51,-4,1.236842105263158
1438,2015/2016,Scotland Premier League,Dundee FC,38,11,15,12,48,53,57,-4,1.394736842105263
154,2008/2009,Scotland Premier League,Motherwell,38,13,9,16,48,46,51,-5,1.2105263157894737
411,2010/2011,France Ligue 1,AS Nancy-Lorraine,38,13,9,16,48,43,48,-5,1.131578947368421
1446,2015/2016,Scotland Premier League,Ross County FC,38,14,6,18,48,55,61,-6,1.4473684210526316
224,2009/2010,France Ligue 1,AS Nancy-Lorraine,38,13,9,16,48,46,53,-7,1.2105263157894737
741,2011/2012,Switzerland Super League,Servette FC,34,14,6,14,48,45,53,-8,1.3235294117647058
968,2013/2014,France Ligue 1,Stade de Reims,38,12,12,14,48,44,52,-8,1.1578947368421053
1079,2013/2014,Spain LIGA BBVA,Levante UD,38,12,12,14,48,35,43,-8,0.9210526315789473
1147,2014/2015,France Ligue 1,OGC Nice,38,13,9,16,48,44,53,-9,1.1578947368421053
335,2009/2010,Scotland Premier League,Heart of Midlothian,38,13,9,16,48,35,46,-11,0.9210526315789473
389,2010/2011,England Premier League,Aston Villa,38,12,12,14,48,48,59,-11,1.263157894736842
808,2012/2013,Germany Bundesliga 1,Hamburger SV,34,14,6,14,48,42,53,-11,1.2352941176470589
1332,2015/2016,France Ligue 1,FC Nantes,38,12,12,14,48,33,44,-11,0.868421052631579
922,2012/2013,Switzerland Super League,FC Sion,36,13,9,14,48,40,54,-14,1.1111111111111112
1036,2013/2014,Poland Ekstraklasa,Pogoń Szczecin,30,11,14,5,47,47,38,9,1.5666666666666667
1283,2014/2015,Switzerland Super League,FC Luzern,36,12,11,13,47,54,46,8,1.5
236,2009/2010,France Ligue 1,Paris Saint-Germain,38,12,11,15,47,50,46,4,1.3157894736842106
473,2010/2011,Netherlands Eredivisie,FC Utrecht,34,13,8,13,47,55,51,4,1.6176470588235294
1011,2013/2014,Netherlands Eredivisie,AZ,34,13,8,13,47,54,50,4,1.588235294117647
1311,2015/2016,England Premier League,Everton,38,11,14,13,47,59,55,4,1.5526315789473684
435,2010/2011,Germany Bundesliga 1,FC Nürnberg,34,13,8,13,47,47,45,2,1.3823529411764706
869,2012/2013,Poland Ekstraklasa,Śląsk Wrocław,30,13,8,9,47,44,42,2,1.4666666666666666
266,2009/2010,Italy Serie A,Fiorentina,38,13,8,17,47,48,47,1,1.263157894736842
239,2009/2010,France Ligue 1,Toulouse FC,38,12,11,15,47,36,36,0,0.9473684210526315
529,2010/2011,Spain LIGA BBVA,CA Osasuna,38,13,8,17,47,45,46,-1,1.1842105263157894
1232,2014/2015,Portugal Liga ZON Sagres,CD Nacional,34,13,8,13,47,45,46,-1,1.3235294117647058
1423,2015/2016,Portugal Liga ZON Sagres,Estoril Praia,34,13,8,13,47,40,41,-1,1.1764705882352942
1123,2014/2015,England Premier League,Everton,38,12,11,15,47,48,50,-2,1.263157894736842
76,2008/2009,Italy Serie A,Atalanta,38,13,8,17,47,45,48,-3,1.1842105263157894
166,2008/2009,Spain LIGA BBVA,RCD Espanyol,38,12,11,15,47,46,49,-3,1.2105263157894737
1137,2014/2015,England Premier League,West Ham United,38,12,11,15,47,44,47,-3,1.1578947368421053
151,2008/2009,Scotland Premier League,Hibernian,38,11,14,13,47,42,46,-4,1.105263157894737
292,2009/2010,Netherlands Eredivisie,Roda JC Kerkrade,34,14,5,15,47,56,60,-4,1.6470588235294117
340,2009/2010,Scotland Premier League,St. Johnstone FC,38,12,11,15,47,57,61,-4,1.5
343,2009/2010,Spain LIGA BBVA,Atlético Madrid,38,13,8,17,47,57,61,-4,1.5
800,2012/2013,Germany Bundesliga 1,Borussia Mönchengladbach,34,12,11,11,47,45,49,-4,1.3235294117647058
5,2008/2009,Belgium Jupiler League,KSV Cercle Brugge,34,14,5,15,47,48,53,-5,1.411764705882353
1237,2014/2015,Portugal Liga ZON Sagres,FC Paços de Ferreira,34,12,11,11,47,40,45,-5,1.1764705882352942
250,2009/2010,Germany Bundesliga 1,FSV Mainz 05,34,12,11,11,47,36,42,-6,1.0588235294117647
726,2011/2012,Spain LIGA BBVA,Real Sociedad,38,12,11,15,47,46,52,-6,1.2105263157894737
541,2010/2011,Spain LIGA BBVA,Real Sporting de Gijón,38,11,14,13,47,35,42,-7,0.9210526315789473
588,2011/2012,England Premier League,Swansea City,38,12,11,15,47,44,51,-7,1.1578947368421053
590,2011/2012,England Premier League,West Bromwich Albion,38,13,8,17,47,45,52,-7,1.1842105263157894
1285,2014/2015,Switzerland Super League,FC St. Gallen,36,13,8,15,47,57,65,-8,1.5833333333333333
724,2011/2012,Spain LIGA BBVA,Real Betis Balompié,38,13,8,17,47,47,56,-9,1.236842105263158
1152,2014/2015,France Ligue 1,SC Bastia,38,12,11,15,47,37,46,-9,0.9736842105263158
1321,2015/2016,England Premier League,Swansea City,38,12,11,15,47,42,52,-10,1.105263157894737
402,2010/2011,England Premier League,Sunderland,38,12,11,15,47,45,56,-11,1.1842105263157894
417,2010/2011,France Ligue 1,Montpellier Hérault SC,38,12,11,15,47,32,43,-11,0.8421052631578947
716,2011/2012,Spain LIGA BBVA,Getafe CF,38,12,11,15,47,40,51,-11,1.0526315789473684
889,2012/2013,Scotland Premier League,Dundee United,38,11,14,13,47,51,62,-11,1.3421052631578947
818,2012/2013,Italy Serie A,Cagliari,38,12,11,15,47,43,55,-12,1.131578947368421
216,2009/2010,England Premier League,Stoke City,38,11,14,13,47,34,48,-14,0.8947368421052632
349,2009/2010,Spain LIGA BBVA,RC Deportivo de La Coruña,38,13,8,17,47,35,49,-14,0.9210526315789473
584,2011/2012,England Premier League,Norwich City,38,12,11,15,47,52,66,-14,1.368421052631579
902,2012/2013,Spain LIGA BBVA,Getafe CF,38,13,8,17,47,43,57,-14,1.131578947368421
404,2010/2011,England Premier League,West Bromwich Albion,38,12,11,15,47,56,71,-15,1.4736842105263157
791,2012/2013,France Ligue 1,SC Bastia,38,13,8,17,47,50,66,-16,1.3157894736842106
707,2011/2012,Scotland Premier League,Kilmarnock,38,11,14,13,47,44,61,-17,1.1578947368421053
1400,2015/2016,Netherlands Eredivisie,Vitesse,34,12,10,12,46,55,38,17,1.6176470588235294
560,2011/2012,Belgium Jupiler League,KRC Genk,30,13,7,10,46,60,44,16,2.0
509,2010/2011,Portugal Liga ZON Sagres,SC Braga,30,13,7,10,46,45,33,12,1.5
1229,2014/2015,Poland Ekstraklasa,Śląsk Wrocław,30,12,10,8,46,43,36,7,1.4333333333333333
1411,2015/2016,Poland Ekstraklasa,Pogoń Szczecin,30,10,16,4,46,36,30,6,1.2
1159,2014/2015,Germany Bundesliga 1,Borussia Dortmund,34,13,7,14,46,47,42,5,1.3823529411764706
1256,2014/2015,Scotland Premier League,Partick Thistle F.C.,38,12,10,16,46,48,44,4,1.263157894736842
562,2011/2012,Belgium Jupiler League,KV Kortrijk,30,13,7,10,46,39,36,3,1.3
967,2013/2014,France Ligue 1,Stade Rennais FC,38,11,13,14,46,47,45,2,1.236842105263158
168,2008/2009,Spain LIGA BBVA,Racing Santander,38,12,10,16,46,49,48,1,1.2894736842105263
861,2012/2013,Poland Ekstraklasa,Piast Gliwice,30,13,7,10,46,41,41,0,1.3666666666666667
400,2010/2011,England Premier League,Newcastle United,38,11,13,14,46,56,57,-1,1.4736842105263157
561,2011/2012,Belgium Jupiler League,KSV Cercle Brugge,30,13,7,10,46,36,37,-1,1.2
1153,2014/2015,France Ligue 1,SM Caen,38,12,10,16,46,54,55,-1,1.4210526315789473
